Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Plana del Vent power station_1,Natural Gas,CCGT,PP,ES,420,0.55,,0,0,0,2007,,,2040,40.9596,0.8692,,,,,,,,,
Plana del Vent power station_2,Natural Gas,CCGT,PP,ES,423,0.55,,0,0,0,2007,,,2040,40.9596,0.8692,,,,,,,,,
Aceca power station_3,Natural Gas,CCGT,PP,ES,392,0.55,,0,0,0,2005,,,2040,39.9442,-3.8558,,,,,,,,,
Aceca power station_4,Natural Gas,CCGT,PP,ES,373,0.55,,0,0,0,2006,,,2040,39.9427,-3.8548,,,,,,,,,
Rosello Mill power station_1,Natural Gas,OCGT,PP,ES,25,0.35,,0,0,0,1998,,,2025,41.6942,0.59499,,,,,,,,,
Sant Joan Mill power station_CC,Natural Gas,CCGT,PP,ES,25,0.55,,0,0,0,2011,,,2040,42.21502,2.51511,,,,,,,,,
Tortosa Energia power station_1,Natural Gas,CCGT,PP,ES,50,0.55,,0,0,0,2011,,,2040,40.77019,0.53888,,,,,,,,,
Alc?dia power station_GT1,Natural Gas,OCGT,PP,ES,38,0.35,,0,0,0,1989,,,2040,39.81075,3.09141,,,,,,,,,
Alc?dia power station_GT2,Natural Gas,OCGT,PP,ES,38,0.35,,0,0,0,1989,,,2040,39.81075,3.09141,,,,,,,,,
Ca's Tresorer power station_CC I,Natural Gas,CCGT,PP,ES,239,0.55,,0,0,0,2006,,,2040,39.5672,2.6895,,,,,,,,,
Ca's Tresorer power station_CC II,Natural Gas,CCGT,PP,ES,236,0.55,,0,0,0,2010,,,2040,39.5672,2.6895,,,,,,,,,
Son Reus power station_CC I,Natural Gas,CCGT,PP,ES,233,0.55,,0,0,0,2001,,,2040,39.64832,2.68081,,,,,,,,,
Son Reus power station_CC II,Natural Gas,CCGT,PP,ES,225,0.55,,0,0,0,2002,,,2040,39.64832,2.68081,,,,,,,,,
Castejon power station Iberdrola_2,Natural Gas,CCGT,PP,ES,386,0.55,,0,0,0,2003,,,2040,42.1712,-1.6791,,,,,,,,,
Aksa Antalya power station_2,Natural Gas,CCGT,PP,TR,900,0.55,,0,0,0,2011,,,2040,37.1203,30.6016,,,,,,,,,
Gebze Yeni power station_1,Natural Gas,CCGT,PP,TR,865,0.55,,0,0,0,2013,,,2040,40.81655,29.57319,,,,,,,,,
Ballylumford CCGT_B10,Natural Gas,CCGT,PP,GB,116,0.55,,0,0,0,2003,,,2040,54.845,-5.786,,,,,,,,,
Ballylumford CCGT_C31,Natural Gas,CCGT,PP,GB,247,0.55,,0,0,0,2003,,,2040,54.845,-5.786,,,,,,,,,
Ballylumford CCGT_C32,Natural Gas,CCGT,PP,GB,247,0.55,,0,0,0,2003,,,2040,54.845,-5.786,,,,,,,,,
Seabank power station_1,Natural Gas,CCGT,PP,GB,755,0.5,,0,0,0,2000,,,2040,51.5392,-2.67,,,,,,,,,
Seabank power station_2,Natural Gas,CCGT,PP,GB,385,0.55,,0,0,0,2001,,,2040,51.5392,-2.67,,,,,,,,,
Carrington ESB power station_1,Natural Gas,CCGT,PP,GB,455,0.55,,0,0,0,2016,,,2040,53.43593,-2.41084,,,,,,,,,
Carrington ESB power station_2,Natural Gas,CCGT,PP,GB,455,0.55,,0,0,0,2016,,,2040,53.43593,-2.41084,,,,,,,,,
Corby Power Station_1,Natural Gas,CCGT,PP,GB,119,0.5,,0,0,0,1994,,,2040,52.5104,-0.6814,,,,,,,,,
Corby Power Station_2,Natural Gas,CCGT,PP,GB,119,0.5,,0,0,0,1994,,,2040,52.5104,-0.6814,,,,,,,,,
Corby Power Station_3,Natural Gas,CCGT,PP,GB,114,0.5,,0,0,0,1994,,,2040,52.5104,-0.6814,,,,,,,,,
Coryton power station_A,Natural Gas,CCGT,PP,GB,400,0.55,,0,0,0,2002,,,2040,51.51185,0.5079,,,,,,,,,
Coryton power station_B,Natural Gas,CCGT,PP,GB,400,0.55,,0,0,0,2002,,,2040,51.51185,0.5079,,,,,,,,,
Coryton power station_1-2,Natural Gas,CCGT,PP,GB,77,0.55,,0,0,0,2025,,,2040,51.51185,0.5079,,,,,,,,,
Coolkeeragh power station_1,Natural Gas,CCGT,PP,GB,413,0.55,,0,0,0,2004,,,2040,55.0437,-7.24868,,,,,,,,,
Enfield power station_1,Natural Gas,CCGT,PP,GB,408,0.5,,0,0,0,1999,,,2040,51.66248,-0.02248,,,,,,,,,
Great Yarmouth power station_1,Natural Gas,CCGT,PP,GB,420,0.55,,0,0,0,2001,,,2040,52.58395,1.73381,,,,,,,,,
Rye House power station_1,Natural Gas,CCGT,PP,GB,715,0.5,,0,0,0,1993,,,2040,51.76317,0.00974,,,,,,,,,
Damhead Creek power station_1,Natural Gas,CCGT,PP,GB,403,0.55,,0,0,0,2001,,,2040,51.42492,0.60143,,,,,,,,,
Damhead Creek power station_2,Natural Gas,CCGT,PP,GB,403,0.55,,0,0,0,2001,,,2040,51.42492,0.60143,,,,,,,,,
Immingham power station_4,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2024,,,2040,53.63779,-0.23674,,,,,,,,,
Killingholme power station_T_KILLPG-1,Natural Gas,OCGT,PP,GB,311,0.35,,0,0,0,1992,,,2040,53.65361,-0.25665,,,,,,,,,
Killingholme power station_T_KILLPG-2,Natural Gas,OCGT,PP,GB,311,0.35,,0,0,0,1992,,,2040,53.65361,-0.25665,,,,,,,,,
Staythorpe C power station_1,Natural Gas,CCGT,PP,GB,443,0.55,,0,0,0,2011,,,2040,53.07368,-0.85901,,,,,,,,,
Staythorpe C power station_2,Natural Gas,CCGT,PP,GB,443,0.55,,0,0,0,2011,,,2040,53.07368,-0.85901,,,,,,,,,
Staythorpe C power station_3,Natural Gas,CCGT,PP,GB,443,0.55,,0,0,0,2011,,,2040,53.07368,-0.85901,,,,,,,,,
Staythorpe C power station_4,Natural Gas,CCGT,PP,GB,443,0.55,,0,0,0,2011,,,2040,53.07368,-0.85901,,,,,,,,,
Severn power station_10,Natural Gas,CCGT,PP,GB,425,0.55,,0,0,0,2010,,,2040,51.5475,-2.975,,,,,,,,,
Severn power station_20,Natural Gas,CCGT,PP,GB,425,0.55,,0,0,0,2011,,,2040,51.5475,-2.975,,,,,,,,,
Pembroke power station_11,Natural Gas,CCGT,PP,GB,436,0.55,,0,0,0,2012,,,2040,51.68436,-4.9967,,,,,,,,,
Pembroke power station_21,Natural Gas,CCGT,PP,GB,436,0.55,,0,0,0,2012,,,2040,51.68436,-4.9967,,,,,,,,,
Pembroke power station_31,Natural Gas,CCGT,PP,GB,436,0.55,,0,0,0,2012,,,2040,51.68436,-4.9967,,,,,,,,,
Pembroke power station_41,Natural Gas,CCGT,PP,GB,436,0.55,,0,0,0,2012,,,2040,51.68436,-4.9967,,,,,,,,,
Pembroke power station_51,Natural Gas,CCGT,PP,GB,436,0.55,,0,0,0,2012,,,2040,51.68436,-4.9967,,,,,,,,,
Peterborough power station_GT1,Natural Gas,OCGT,PP,GB,123,0.35,,0,0,0,1993,,,2040,52.5769,-0.204,,,,,,,,,
Peterborough power station_GT2,Natural Gas,OCGT,PP,GB,123,0.35,,0,0,0,1993,,,2040,52.5769,-0.204,,,,,,,,,
Peterborough power station_IC,Natural Gas,OCGT,PP,GB,49,0.35,,0,0,0,2018,,,2040,52.5769,-0.204,,,,,,,,,
Peterhead power station_5,Natural Gas,CCGT,PP,GB,910,0.55,,0,0,0,2026,,,2040,57.47721,-1.78888,,,,,,,,,
Burghfield power station_1,Natural Gas,OCGT,PP,GB,45,0.35,,0,0,0,1998,,,2040,51.42937,-1.0033,,,,,,,,,
Cottam Development Centre_1,Natural Gas,CCGT,PP,GB,445,0.5,,0,0,0,1998,,,2040,53.30513,-0.78582,,,,,,,,,
West Burton B power station_1,Natural Gas,CCGT,PP,GB,444,0.55,,0,0,0,2013,,,2040,53.36223,-0.80759,,,,,,,,,
West Burton B power station_2,Natural Gas,CCGT,PP,GB,444,0.55,,0,0,0,2013,,,2040,53.36223,-0.80759,,,,,,,,,
West Burton B power station_3,Natural Gas,CCGT,PP,GB,444,0.55,,0,0,0,2013,,,2040,53.36223,-0.80759,,,,,,,,,
West Burton C power station_1,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2025,,,2040,53.36223,-0.80759,,,,,,,,,
Medway power station_1,Natural Gas,CCGT,PP,GB,378,0.5,,0,0,0,1995,,,2040,51.43956,0.68939,,,,,,,,,
Medway power station_2,Natural Gas,CCGT,PP,GB,378,0.5,,0,0,0,1995,,,2040,51.43956,0.68939,,,,,,,,,
Rocksavage power station_1,Natural Gas,CCGT,PP,GB,810,0.5,,0,0,0,1998,,,2040,53.31522,-2.72278,,,,,,,,,
King's Lynn power station_CC 1,Natural Gas,CCGT,PP,GB,382,0.55,,0,0,0,2019,,,2040,52.72783,0.37975,,,,,,,,,
Keadby 1 power station_1,Natural Gas,CCGT,PP,GB,735,0.5,,0,0,0,1996,,,2040,53.59444,-0.75044,,,,,,,,,
Keadby 2 power station_2,Natural Gas,CCGT,PP,GB,893,0.55,,0,0,0,2023,,,2040,53.59444,-0.75044,,,,,,,,,
Keadby 3 power station_3,Natural Gas,CCGT,PP,GB,910,0.55,,0,0,0,2027,,,2040,53.59444,-0.75044,,,,,,,,,
Marchwood power station_1,Natural Gas,CCGT,PP,GB,420,0.55,,0,0,0,2009,,,2040,50.89798,-1.43751,,,,,,,,,
Marchwood power station_2,Natural Gas,CCGT,PP,GB,420,0.55,,0,0,0,2009,,,2040,50.89798,-1.43751,,,,,,,,,
Shoreham power station_1,Natural Gas,CCGT,PP,GB,420,0.5,,0,0,0,2000,,,2040,50.82992,-0.23144,,,,,,,,,
Spalding Energy Expansion power station_1,Natural Gas,OCGT,PP,GB,300,0.35,,0,0,0,2019,,,2040,52.80721,-0.13334,,,,,,,,,
Spalding power station_1,Natural Gas,CCGT,PP,GB,475,0.55,,0,0,0,2004,,,2040,52.80721,-0.13334,,,,,,,,,
Spalding power station_2,Natural Gas,CCGT,PP,GB,475,0.55,,0,0,0,2004,,,2040,52.80721,-0.13334,,,,,,,,,
Little Barford power station_1,Natural Gas,CCGT,PP,GB,735,0.5,,0,0,0,1995,,,2040,52.20533,-0.2668,,,,,,,,,
South Humber Bank power station_1,Natural Gas,CCGT,PP,GB,810,0.5,,0,0,0,1997,,,2040,53.60078,-0.14462,,,,,,,,,
South Humber Bank power station_2,Natural Gas,CCGT,PP,GB,580,0.5,,0,0,0,1997,,,2040,53.60078,-0.14462,,,,,,,,,
Sutton Bridge Power Station_1,Natural Gas,CCGT,PP,GB,410,0.5,,0,0,0,1999,,,2040,52.7571,0.1919,,,,,,,,,
Sutton Bridge Power Station_2,Natural Gas,CCGT,PP,GB,410,0.5,,0,0,0,1999,,,2040,52.7571,0.1919,,,,,,,,,
Didcot B power station_5,Natural Gas,CCGT,PP,GB,780,0.5,,0,0,0,1997,,,2040,51.6246,-1.2683,,,,,,,,,
Didcot B power station_6,Natural Gas,CCGT,PP,GB,710,0.5,,0,0,0,1997,,,2040,51.6246,-1.2683,,,,,,,,,
Chickerell power station_1,Natural Gas,OCGT,PP,GB,45,0.35,,0,0,0,1999,,,2040,50.62357,-2.48907,,,,,,,,,
Langage power station_1,Natural Gas,CCGT,PP,GB,453,0.55,,0,0,0,2010,,,2040,50.38782,-4.01099,,,,,,,,,
Langage power station_2,Natural Gas,CCGT,PP,GB,453,0.55,,0,0,0,2010,,,2040,50.38782,-4.01099,,,,,,,,,
Connah's Quay power station_1,Natural Gas,CCGT,PP,GB,345,0.5,,0,0,0,1996,,,2040,53.2317,-3.08149,,,,,,,,,
Connah's Quay power station_2,Natural Gas,CCGT,PP,GB,345,0.5,,0,0,0,1996,,,2040,53.2317,-3.08149,,,,,,,,,
Connah's Quay power station_3,Natural Gas,CCGT,PP,GB,345,0.5,,0,0,0,1996,,,2040,53.2317,-3.08149,,,,,,,,,
Connah's Quay power station_4,Natural Gas,CCGT,PP,GB,345,0.5,,0,0,0,1996,,,2040,53.2317,-3.08149,,,,,,,,,
Connah's Quay power station_CQLCP1,Natural Gas,CCGT,PP,GB,550,0.55,,0,0,0,2030,,,2040,53.2317,-3.08149,,,,,,,,,
Connah's Quay power station_CQLCP2,Natural Gas,CCGT,PP,GB,550,0.55,,0,0,0,2030,,,2040,53.2317,-3.08149,,,,,,,,,
Creyke Beck power station_IC,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2017,,,2040,53.79758,-0.41791,,,,,,,,,
Didcot power station_GT,Natural Gas,OCGT,PP,GB,100,0.35,,0,0,0,1972,,,2024,51.6246,-1.2683,,,,,,,,,
Ferrybridge-C power station_D CC 1,Natural Gas,CCGT,PP,GB,1200,0.5,,0,0,0,2040,,,2050,53.71564,-1.28057,,,,,,,,,1
Gibraltar's Rock power station_IC1-3,Natural Gas,OCGT,PP,GB,43,0.35,,0,0,0,2018,,,2050,36.1297,-5.354,,,,,,,,,
Gibraltar's Rock power station_IC4-6,Natural Gas,OCGT,PP,GB,43,0.35,,0,0,0,2018,,,2050,36.1297,-5.354,,,,,,,,,
Glanford Brigg IC power station_IC1,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2018,,,2050,53.5411,-0.5055,,,,,,,,,
Glanford Brigg IC power station_IC2,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2025,,,2050,53.5411,-0.5055,,,,,,,,,
Hirwaun power station_1,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2024,,,2050,51.74467,-3.54103,,,,,,,,,
Immingham B power station_B,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2026,,,2050,53.63779,-0.23674,,,,,,,,,
Keadby power station_GT3,Natural Gas,OCGT,PP,GB,30,0.35,,0,0,0,1996,,,2050,53.59444,-0.75044,,,,,,,,,
Lemington power station_IC,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2024,,,2050,54.9726,-1.7143,,,,,,,,,
Millbrook power station_1,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2024,,,2050,52.0704,-0.51482,,,,,,,,,
Tees Combined-Cycle Power Station_CC 1,Natural Gas,CCGT,PP,GB,850,0.55,,0,0,0,2024,,,2050,54.58084,-1.14422,,,,,,,,,
Tees Combined-Cycle Power Station_CC 2,Natural Gas,CCGT,PP,GB,850,0.55,,0,0,0,2024,,,2050,54.58084,-1.14422,,,,,,,,,
Wrexham Energy Centre_1,Natural Gas,CCGT,PP,GB,299,0.55,,0,0,0,2025,,,2050,53.0402,-2.93303,,,,,,,,,
Abergelli power station_1,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2024,,,2050,51.69498,-3.9494,,,,,,,,,
Progress power station_1,Natural Gas,OCGT,PP,GB,299,0.35,,0,0,0,2024,,,2050,52.31961,1.14621,,,,,,,,,
Keadby Hydrogen power station_H2,Natural Gas,CCGT,PP,GB,900,0.55,,0,0,0,2030,,,2050,53.59444,-0.75044,,,,,,,,,
Bancroft power station_IC1-5,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2020,,,2050,53.8001,-2.2175,,,,,,,,,
Caledon Green power station_IC1-5,Natural Gas,OCGT,PP,GB,23,0.35,,0,0,0,2023,,,2050,56.01108,-3.73852,,,,,,,,,
Chadderton power station_IC1-5,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2020,,,2050,53.54201,-2.13098,,,,,,,,,
Harelaw power station_IC1-10,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2021,,,2050,55.89546,-4.63027,,,,,,,,,
Hartmoor power station_IC,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2021,,,2050,54.70266,-1.29101,,,,,,,,,
Hillhouse power station_IC1-5,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2023,,,2050,53.8851,-2.9986,,,,,,,,,
Leven power station_IC1-9,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2021,,,2050,56.1999,-3.0208,,,,,,,,,
Pimbo power station_IC1-5,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2019,,,2050,53.5299,-2.7588,,,,,,,,,
Erskine power station_IC,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2024,,,2050,55.90281,-4.48387,,,,,,,,,
Abercorn power station_IC,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2024,,,2050,55.85799,-4.4204,,,,,,,,,
Drumcross power station_IC,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2024,,,2050,55.9079,-3.58781,,,,,,,,,
Bracknell peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2016,,,2050,51.41691,-0.76444,,,,,,,,,
Fareham peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2021,,,2050,50.85811,-1.24511,,,,,,,,,
Havant peaker power station_ICCC,Natural Gas,OCGT,PP,GB,21,0.35,,0,0,0,2025,,,2050,50.847,-0.9979,,,,,,,,,1
Llandarcy peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2021,,,2050,51.64958,-3.85432,,,,,,,,,
Southampton peaker power station_ICCC,Natural Gas,OCGT,PP,GB,24,0.35,,0,0,0,2025,,,2050,50.90493,-1.40964,,,,,,,,,1
Exeter peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2025,,,2050,50.69643,-3.51222,,,,,,,,,1
Barry peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2025,,,2050,51.4111,-3.22934,,,,,,,,,1
Peterborough peaker power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2025,,,2050,52.5565,-0.25965,,,,,,,,,1
Chatterley power station_IC1-8,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2025,,,2050,53.0546,-2.2255,,,,,,,,,1
Maidenhead power station_ICCC,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2026,,,2050,51.4818,-0.7626,,,,,,,,,
Nazeing power station_ICCC,Natural Gas,OCGT,PP,GB,50,0.35,,0,0,0,2026,,,2050,51.7514,0.0213,,,,,,,,,
Swansea power station_GT,Natural Gas,OCGT,PP,GB,40,0.35,,0,0,0,2017,,,2050,51.6446,-4.0183,,,,,,,,,
Water Lane power station_ICCC,Natural Gas,OCGT,PP,GB,20,0.35,,0,0,0,2025,,,2050,50.71254,-3.53131,,,,,,,,,1
Mellach power station_3,Natural Gas,OCGT,PP,AT,165,0.35,,0,0,0,2020,,,2050,46.90819,15.49231,,,,,,,,,
Krems Industriepark power station_IC1-4,Natural Gas,OCGT,PP,AT,41,0.35,,0,0,0,1992,,,2050,48.40738,15.63577,,,,,,,,,
Kakanj power station_CC,Natural Gas,CCGT,PP,BA,175,0.55,,0,0,0,2029,,,2050,44.08963,18.11387,,,,,,,,,
Zvornik power station_1,Natural Gas,CCGT,PP,BA,63,0.35,,0,0,0,2030,,,2050,44.38648,19.10476,,,,,,,,,
Komorany heating plant_K7,Natural Gas,OCGT,PP,CZ,35,0.35,,0,0,0,2024,,,2050,50.52229,13.5721,,,,,,,,,
Komorany heating plant_K8,Natural Gas,OCGT,PP,CZ,36,0.35,,0,0,0,2024,,,2050,50.52229,13.5721,,,,,,,,,
Prostejov power station_2,Natural Gas,OCGT,PP,CZ,50,0.35,,0,0,0,2024,,,2050,49.46247,17.14352,,,,,,,,,
Fyns power station_7,Natural Gas,OCGT,PP,DK,362,0.35,,0,0,0,2024,,,2030,55.42941,10.41021,,,,,,,,,
Porvoo power station_1,Natural Gas,OCGT,PP,FI,70,0.35,,0,0,0,1998,,,2050,60.3125,25.5248,,,,,,,,,
Renaires power station_GT1,Natural Gas,OCGT,PP,FR,25,0.35,,0,0,0,2020,,,2050,43.36092,5.01706,,,,,,,,,
Weisweiler power station_CC,Natural Gas,CCGT,PP,DE,800,0.55,,0,0,0,2030,,,2050,50.8392,6.3211,,,,,,,,,
Rheinhafen steam power station_RDK9,Natural Gas,CCGT,PP,DE,850,0.35,,0,0,0,2040,,,2050,49.01486,8.31307,,,,,,,,,1
Bergkamen power station_1,Natural Gas,CCGT,PP,DE,900,0.55,,0,0,0,2030,,,2050,51.63668,7.6206,,,,,,,,,
Mehrum power station_Block 1,Natural Gas,CCGT,PP,DE,1200,0.5,,0,0,0,2040,,,2050,52.31511,10.09376,,,,,,,,,1
Alexandroupolis Industrial Area power station_1,Natural Gas,CCGT,PP,GR,840,0.55,,0,0,0,2027,,,2050,40.84917,25.8578,,,,,,,,,
Gek-Terna Komotini power station_1,Natural Gas,CCGT,PP,GR,877,0.55,,0,0,0,2024,,,2050,41.11813,25.38942,,,,,,,,,
Larissa Thermoelectric power station_1,Natural Gas,CCGT,PP,GR,882,0.55,,0,0,0,2025,,,2050,39.68861,22.47389,,,,,,,,,
Ptolemaida power station_5-1,Natural Gas,OCGT,PP,GR,350,0.35,,0,0,0,2027,,,2050,40.40971,21.78757,,,,,,,,,
Ptolemaida power station_5-2,Natural Gas,CCGT,PP,GR,650,0.5,,0,0,0,2040,,,2050,40.40971,21.78757,,,,,,,,,1
Tithorea power station_CC,Natural Gas,CCGT,PP,GR,153,0.5,,0,0,0,2040,,,2050,38.58606,22.66777,,,,,,,,,1
Agios Dimitrios power station_1,Natural Gas,CCGT,PP,GR,100,0.35,,0,0,0,2040,,,2050,40.39419,21.92489,,,,,,,,,1
Dunamenti power station_G17,Natural Gas,CCGT,PP,HU,60,0.5,,0,0,0,1998,,,2050,47.3283,18.9169,,,,,,,,,
Matra power station_CC1,Natural Gas,CCGT,PP,HU,520,0.55,,0,0,0,2025,,,2050,47.7886,20.066,,,,,,,,,
Tisza power station_1,Natural Gas,CCGT,PP,HU,500,0.55,,0,0,0,2026,,,2050,47.91729,21.07698,,,,,,,,,
Tisza power station_2,Natural Gas,CCGT,PP,HU,500,0.55,,0,0,0,2026,,,2050,47.91729,21.07698,,,,,,,,,
Arklow Echelon power station_DUB20 Phase 2,Natural Gas,OCGT,PP,IE,203,0.35,,0,0,0,2027,,,2050,52.8119,-6.1313,,,,,,,,,
Clondalkin Echelon power station_DUB10,Natural Gas,OCGT,PP,IE,120,0.35,,0,0,0,2024,,,2050,53.3218,-6.4432,,,,,,,,,
Cushaling power station_3,Natural Gas,OCGT,PP,IE,88,0.35,,0,0,0,2025,,,2050,53.29034,-7.08705,,,,,,,,,
Derrygreenagh power station_CC1,Natural Gas,CCGT,PP,IE,570,0.5,,0,0,0,2040,,,2050,53.39237,-7.2567,,,,,,,,,1
Derrygreenagh power station_GT1,Natural Gas,OCGT,PP,IE,140,0.35,,0,0,0,2040,,,2050,53.39237,-7.2567,,,,,,,,,1
Grange Castle Business Park power station_GT1,Natural Gas,OCGT,PP,IE,170,0.35,,0,0,0,2040,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB06,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB07,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB08,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB09,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB10,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB11,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB12,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Business Park power station_DUB13,Natural Gas,OCGT,PP,IE,24,0.35,,0,0,0,2025,,,2050,53.32254,-6.44026,,,,,,,,,1
Grange Castle Echelon power station_DUB40,Natural Gas,OCGT,PP,IE,120,0.35,,0,0,0,2024,,,2050,53.32834,-6.43415,,,,,,,,,
Huntstown power station_1,Natural Gas,CCGT,PP,IE,343,0.55,,0,0,0,2002,,,2050,53.4119,-6.3261,,,,,,,,,
Huntstown power station_2,Natural Gas,CCGT,PP,IE,404,0.55,,0,0,0,2007,,,2050,53.4119,-6.3261,,,,,,,,,
Huntstown power station_DC1,Natural Gas,OCGT,PP,IE,36,0.35,,0,0,0,2025,,,2050,53.4119,-6.3261,,,,,,,,,
Huntstown power station_DC2,Natural Gas,OCGT,PP,IE,36,0.35,,0,0,0,2027,,,2050,53.4119,-6.3261,,,,,,,,,
Huntstown power station_GT1,Natural Gas,OCGT,PP,IE,50,0.35,,0,0,0,2024,,,2027,53.4119,-6.3261,,,,,,,,,
Kilshane power station_GT1,Natural Gas,OCGT,PP,IE,300,0.35,,0,0,0,2028,,,2040,53.4163,-6.3244,,,,,,,,,
Lumcloon power station_GT,Natural Gas,OCGT,PP,IE,275,0.35,,0,0,0,2025,,,2041,53.22719,-7.79564,,,,,,,,,
Shannon LNG power station_1,Natural Gas,CCGT,PP,IE,600,0.55,,0,0,0,2026,,,2041,52.58099,-9.44246,,,,,,,,,
North Wall power station_GT,Natural Gas,OCGT,PP,IE,210,0.35,,0,0,0,2024,,,2030,53.3502,-6.2111,,,,,,,,,
Poolbeg power station_A,Natural Gas,CCGT,PP,IE,245,0.5,,0,0,0,1994,,,2041,53.3396,-6.1867,,,,,,,,,
Poolbeg power station_B,Natural Gas,CCGT,PP,IE,245,0.5,,0,0,0,1998,,,2041,53.3396,-6.1867,,,,,,,,,
Poolbeg power station_Flexgen,Natural Gas,OCGT,PP,IE,65,0.35,,0,0,0,2024,,,2041,53.3396,-6.1867,,,,,,,,,
Poolbeg power station_GT1,Natural Gas,OCGT,PP,IE,299,0.35,,0,0,0,2027,,,2041,53.3396,-6.1867,,,,,,,,,
Rhode power station_1,Natural Gas,OCGT,PP,IE,52,0.35,,0,0,0,2004,,,2041,53.35914,-7.21306,,,,,,,,,
Rhode power station_2,Natural Gas,OCGT,PP,IE,52,0.35,,0,0,0,2004,,,2041,53.35914,-7.21306,,,,,,,,,
Ringsend Flexgen power station_1,Natural Gas,OCGT,PP,IE,65,0.35,,0,0,0,2024,,,2041,53.33868,-6.20486,,,,,,,,,
Tynagh power station_1,Natural Gas,CCGT,PP,IE,384,0.55,,0,0,0,2006,,,2041,53.1658,-8.381,,,,,,,,,
Bellacorick power station_GT1,Natural Gas,OCGT,PP,IE,57,0.35,,0,0,0,2026,,,2041,54.1208,-9.5778,,,,,,,,,
Bellacorick power station_GT2,Natural Gas,OCGT,PP,IE,57,0.35,,0,0,0,2026,,,2041,54.1208,-9.5778,,,,,,,,,
Profile Park power station_ICCC,Natural Gas,OCGT,PP,IE,100,0.35,,0,0,0,2025,,,2041,53.3139,-6.4489,,,,,,,,,
Cashla Peaker Plant_1,Natural Gas,OCGT,PP,IE,334,0.35,,0,0,0,2029,,,2041,53.30131,-8.80173,,,,,,,,,
Coolpowra Power Station_1,Natural Gas,OCGT,PP,IE,385,0.35,,0,0,0,2040,,,2041,53.13045,-8.26519,,,,,,,,,1
Coolpowra Power Station_2,Natural Gas,OCGT,PP,IE,385,0.35,,0,0,0,2040,,,2041,53.13045,-8.26519,,,,,,,,,1
