Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Deven 1,Hard Coal,coal,PP,BG,121,0.4,,0,0,0,2009,,,2038,43.197,27.633,,,,,,,,,
Morava,Lignite,lignite,PP,RS,120,0.32,,0,0,0,1969,,,2038,44.224,21.163,,,,,,,,,
Ruse Iztok 4 (steam generator 5),Hard Coal,coal,PP,BG,110,0.32,,0,0,0,1971,,,2038,43.866,26.009,,,,,,,,,
Kolubara A 5,Lignite,lignite,PP,RS,110,0.32,,0,0,0,1979,,,2038,44.48,20.294,,,,,,,,,
Tisova II 3,Lignite,lignite,PP,CZ,105,0.32,,0,0,0,1962,,,2033,50.152,12.61,,,,,,,,,
Kostolac A 1,Lignite,lignite,PP,RS,100,0.32,,0,0,0,1967,,,2018,44.724,21.172,,,,,,,,,
Kolubara A 3,Lignite,lignite,PP,RS,65,0.32,,0,0,0,1961,,,2018,44.48,20.294,,,,,,,,,
Brikel 1,Lignite,lignite,PP,BG,60,0.32,,0,0,0,1964,,,2038,42.155,25.906,,,,,,,,,
Kipas MMP power station,Hard Coal,coal,PP,TR,55,0.4,,0,0,0,2023,,,2028,37.767,27.446,,,,,,,,,
Brikel 2,Lignite,lignite,PP,BG,60,0.32,,0,0,0,1964,,,2038,42.155,25.906,,,,,,,,,
Brikel 3,Lignite,lignite,PP,BG,60,0.32,,0,0,0,1964,,,2038,42.155,25.906,,,,,,,,,
Brikel 4,Lignite,lignite,PP,BG,60,0.32,,0,0,0,1964,,,2038,42.155,25.906,,,,,,,,,
Deven 2,Hard Coal,coal,PP,BG,53,0.4,,0,0,0,2017,,,2038,43.197,27.633,,,,,,,,,
Kolubara A 1,Lignite,lignite,PP,RS,32,0.32,,0,0,0,1956,,,2038,44.48,20.294,,,,,,,,,
Kolubara A 2,Lignite,lignite,PP,RS,32,0.32,,0,0,0,1957,,,2038,44.48,20.294,,,,,,,,,
Le Moule Caraibe ALM2,Hard Coal,coal,PP,FR,29,0.36,,0,0,0,1998,,,2025,16.31,-61.32,,,,,,,,,
Le Moule Caraibe ALM1,Hard Coal,coal,PP,FR,28,0.36,,0,0,0,1998,,,2025,16.31,-61.32,,,,,,,,,
Ladyzhyn 4,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1971,,,2030,48.706,29.219,,,,,,,,,
Luganskaya 10,Hard Coal,coal,PP,UA,210,0.32,,0,0,0,1962,,,2030,48.749,39.262,,,,,,,,,
Luganskaya 13,Hard Coal,coal,PP,UA,210,0.32,,0,0,0,1967,,,2030,48.749,39.262,,,,,,,,,
Luganskaya 14,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1968,,,2030,48.749,39.262,,,,,,,,,
Luganskaya 15,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1968,,,2030,48.749,39.262,,,,,,,,,
Myronivskyi 2,Hard Coal,coal,PP,UA,100,0.32,,0,0,0,1953,,,2030,48.48,38.285,,,,,,,,,
Myronivskyi 3,Hard Coal,coal,PP,UA,60,0.32,,0,0,0,1954,,,2030,48.48,38.285,,,,,,,,,
Myronivskyi 5,Hard Coal,coal,PP,UA,115,0.32,,0,0,0,1957,,,2030,48.48,38.285,,,,,,,,,
Prydniprovska 10,Hard Coal,coal,PP,UA,150,0.32,,0,0,0,1960,,,2030,48.405,35.112,,,,,,,,,
Prydniprovska 9,Hard Coal,coal,PP,UA,150,0.32,,0,0,0,1959,,,2030,48.405,35.112,,,,,,,,,
Slavyansk 7,Hard Coal,coal,PP,UA,720,0.32,,0,0,0,1971,,,2030,48.871,37.766,,,,,,,,,
Starobesheve 10,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1963,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 11,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1965,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 12,Hard Coal,coal,PP,UA,210,0.32,,0,0,0,1967,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 13,Hard Coal,coal,PP,UA,210,0.32,,0,0,0,1967,,,2030,47.801,38.005,,,,,,,,,
Starobesheve,Hard Coal,coal,PP,UA,215,0.32,,0,0,0,1961,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 5,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1961,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 6,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1961,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 7,Hard Coal,coal,PP,UA,175,0.32,,0,0,0,1963,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 8,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1963,,,2030,47.801,38.005,,,,,,,,,
Starobesheve 9,Hard Coal,coal,PP,UA,200,0.32,,0,0,0,1963,,,2030,47.801,38.005,,,,,,,,,
Trypilska 1,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1969,,,2030,50.133,30.747,,,,,,,,,
Trypilska 2,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1970,,,2030,50.133,30.747,,,,,,,,,
Trypilska 3,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1970,,,2030,50.133,30.747,,,,,,,,,
Trypilska 4,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1970,,,2030,50.133,30.747,,,,,,,,,
Vuglegirska 1,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1972,,,2030,48.465,38.203,,,,,,,,,
Vuglegirska 2,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1973,,,2030,48.465,38.203,,,,,,,,,
Vuglegirska 3,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1973,,,2030,48.465,38.203,,,,,,,,,
Vuglegirska 4,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1973,,,2030,48.465,38.203,,,,,,,,,
Zaporizhia 1,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1972,,,2030,47.507,34.625,,,,,,,,,
Zaporizhia 2,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1972,,,2030,47.507,34.625,,,,,,,,,
Zaporizhia 3,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1972,,,2030,47.507,34.625,,,,,,,,,
Zaporizhia 4,Hard Coal,coal,PP,UA,300,0.32,,0,0,0,1973,,,2030,47.507,34.625,,,,,,,,,
Zmiivska 1,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1960,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 10,Hard Coal,coal,PP,UA,275,0.32,,0,0,0,1969,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 2,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1961,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 3,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1962,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 4,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1963,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 5,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1964,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 6,Hard Coal,coal,PP,UA,185,0.32,,0,0,0,1966,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 7,Hard Coal,coal,PP,UA,285,0.32,,0,0,0,1966,,,2030,49.586,36.524,,,,,,,,,
Zmiivska,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1965,,,2030,49.586,36.524,,,,,,,,,
Zmiivska 9,Hard Coal,coal,PP,UA,275,0.32,,0,0,0,1969,,,2030,49.586,36.524,,,,,,,,,
Zuevskaya 1,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1982,,,2030,48.035,38.285,,,,,,,,,
Zuevskaya 2,Hard Coal,coal,PP,UA,320,0.32,,0,0,0,1982,,,2030,48.035,38.285,,,,,,,,,
Zuevskaya 3,Hard Coal,coal,PP,UA,320,0.32,,0,0,0,1986,,,2030,48.035,38.285,,,,,,,,,
Zuevskaya 4,Hard Coal,coal,PP,UA,325,0.32,,0,0,0,1988,,,2030,48.035,38.285,,,,,,,,,
BR-3 1,Nuclear,nuclear,PP,BE,10,,,0,0,0,1962,1962,,1987,48.035,38.285,,,,,,,,,
Doel 1,Nuclear,nuclear,PP,BE,433,,,0,0,0,1975,1975,,2025,51.32472222,4.258747222,,,,,,,,,
Doel 2,Nuclear,nuclear,PP,BE,433,,,0,0,0,1975,1975,,2025,51.32472222,4.258747222,,,,,,,,,
Doel 3,Nuclear,nuclear,PP,BE,1006,,,0,0,0,1982,1982,,2022,51.32472222,4.258747222,,,,,,,,,
Doel 4,Nuclear,nuclear,PP,BE,1038,,,0,0,0,1985,1985,,2035,51.32472222,4.258747222,,,,,,,,,
Tihange 1,Nuclear,nuclear,PP,BE,962,,,0,0,0,1975,1975,,2025,50.53462778,5.272533333,,,,,,,,,
Tihange 2,Nuclear,nuclear,PP,BE,1038,,,0,0,0,1983,1983,,2023,50.53462778,5.272533333,,,,,,,,,
Tihange 3,Nuclear,nuclear,PP,BE,1038,,,0,0,0,1985,1985,,2035,50.53462778,5.272533333,,,,,,,,,
Kosloduj 1,Nuclear,nuclear,PP,BG,408,,,0,0,0,1974,1974,,2002,43.74613889,23.77050556,,,,,,,,,
Kosloduj 2,Nuclear,nuclear,PP,BG,408,,,0,0,0,1975,1975,,2002,43.74613889,23.77050556,,,,,,,,,
Kosloduj 3,Nuclear,nuclear,PP,BG,408,,,0,0,0,1981,1981,,2006,43.74613889,23.77050556,,,,,,,,,
Kosloduj 4,Nuclear,nuclear,PP,BG,408,,,0,0,0,1982,1982,,2006,43.74613889,23.77050556,,,,,,,,,
Kosloduj 5,Nuclear,nuclear,PP,BG,963,,,0,0,0,1988,1988,,2051,43.74613889,23.77050556,,,,,,,,,
Kosloduj 6,Nuclear,nuclear,PP,BG,1003,,,0,0,0,1993,1993,,2051,43.74613889,23.77050556,,,,,,,,,
Beznau 1,Nuclear,nuclear,PP,CH,365,,,0,0,0,1969,1969,,2051,47.55222222,8.227777778,,,,,,,,,
Beznau 2,Nuclear,nuclear,PP,CH,365,,,0,0,0,1972,1972,,2051,47.55222222,8.227777778,,,,,,,,,
G?sgen 1,Nuclear,nuclear,PP,CH,1010,,,0,0,0,1979,1979,,2051,47.36583333,7.968888889,,,,,,,,,
Leibstadt 1,Nuclear,nuclear,PP,CH,1220,,,0,0,0,1984,1984,,2051,47.60135,8.18375,,,,,,,,,
M?hleberg 1,Nuclear,nuclear,PP,CH,373,,,0,0,0,1972,1972,,2019,46.97083333,7.270277778,,,,,,,,,
Dukovany 1,Nuclear,nuclear,PP,CZ,468,,,0,0,0,1985,1985,,2051,49.08509444,16.14899167,,,,,,,,,
Dukovany 2,Nuclear,nuclear,PP,CZ,471,,,0,0,0,1986,1986,,2051,49.08509444,16.14899167,,,,,,,,,
Dukovany 3,Nuclear,nuclear,PP,CZ,468,,,0,0,0,1986,1986,,2051,49.08509444,16.14899167,,,,,,,,,
Dukovany 4,Nuclear,nuclear,PP,CZ,471,,,0,0,0,1987,1987,,2051,49.08509444,16.14899167,,,,,,,,,
Temel?n 1,Nuclear,nuclear,PP,CZ,1026,,,0,0,0,2002,2002,,2051,49.18194444,14.38138889,,,,,,,,,
Temel?n 2,Nuclear,nuclear,PP,CZ,1026,,,0,0,0,2003,2003,,2051,49.18194444,14.38138889,,,,,,,,,
Temel?n 3 und 4,Nuclear,nuclear,PP,CZ,2400,,,0,0,0,2050,2050,,2090,49.18194444,14.38138889,,,,,,,,,
Dukovany 5,Nuclear,nuclear,PP,CZ,1200,,,0,0,0,2036,2036,,2076,49.08509444,16.14899167,,,,,,,,,
Dukovany 6,Nuclear,nuclear,PP,CZ,1200,,,0,0,0,2050,2050,,2090,49.08509444,16.14899167,,,,,,,,,
Biblis  A,Nuclear,nuclear,PP,DE,135,,,0,0,0,1974,1974,,2011,49.71,8.415277778,,,,,,,,,
Biblis  B,Nuclear,nuclear,PP,DE,135,,,0,0,0,1976,1976,,2011,49.71,8.415277778,,,,,,,,,
Brokdorf  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1986,1986,,2021,53.85083333,9.344722222,,,,,,,,,
Brunsb?ttel  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1976,1976,,2011,53.89166667,9.201666667,,,,,,,,,
Emsland  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1988,1988,,2022,52.47423056,7.317858333,,,,,,,,,
Grafenrheinfeld  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1981,1981,,2015,49.98408611,10.18466944,,,,,,,,,
Greifswald  1,Nuclear,nuclear,PP,DE,135,,,0,0,0,1973,1973,,1990,54.14058611,13.66442222,,,,,,,,,
Greifswald  2,Nuclear,nuclear,PP,DE,135,,,0,0,0,1974,1974,,1990,54.14058611,13.66442222,,,,,,,,,
Greifswald  3,Nuclear,nuclear,PP,DE,135,,,0,0,0,1977,1977,,1990,54.14058611,13.66442222,,,,,,,,,
Greifswald  4,Nuclear,nuclear,PP,DE,135,,,0,0,0,1979,1979,,1990,54.14058611,13.66442222,,,,,,,,,
Grohnde  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1984,1984,,2021,52.03527778,9.413333333,,,,,,,,,
Gro?welzheim  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1969,1969,,1971,50.05814167,8.987130556,,,,,,,,,
Gundremmingen  A,Nuclear,nuclear,PP,DE,135,,,0,0,0,1966,1966,,1977,48.51472222,10.40222222,,,,,,,,,
Gundremmingen  B,Nuclear,nuclear,PP,DE,135,,,0,0,0,1984,1984,,2017,48.51472222,10.40222222,,,,,,,,,
Gundremmingen  C,Nuclear,nuclear,PP,DE,135,,,0,0,0,1984,1984,,2021,48.51472222,10.40222222,,,,,,,,,
Hamm-Uentrop? ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1985,1985,,1988,51.67929722,7.971558333,,,,,,,,,
Isar  2,Nuclear,nuclear,PP,DE,135,,,0,0,0,1988,1988,,2022,48.60560556,12.29315,,,,,,,,,
J?lich  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1967,1967,,1988,50.90293611,6.421208333,,,,,,,,,
Kahl  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1961,1961,,1985,50.05911944,8.987272222,,,,,,,,,
Karlsruhe  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1978,1978,,1991,49.099344,8.4328866,,,,,,,,,
Kr?mmel  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1983,1983,,2011,53.41,10.40888889,,,,,,,,,
Lingen  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1968,1968,,1979,52.48277778,7.300555556,,,,,,,,,
M?lheim-K?rlich  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1986,1986,,1988,50.40777778,7.489722222,,,,,,,,,
Neckarwestheim  2,Nuclear,nuclear,PP,DE,135,,,0,0,0,1989,1989,,2022,49.04111111,9175,,,,,,,,,
Niederaichbach  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1973,1973,,1974,48.60462778,12.30398611,,,,,,,,,
Obrigheim  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1968,1968,,2005,49.36453611,9.076272222,,,,,,,,,
Philippsburg  1,Nuclear,nuclear,PP,DE,135,,,0,0,0,1979,1979,,2011,49.25272222,8.436436111,,,,,,,,,
Philippsburg  2,Nuclear,nuclear,PP,DE,135,,,0,0,0,1984,1984,,2019,49.25272222,8.436436111,,,,,,,,,
Rheinsberg  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1966,1966,,1990,53.14699167,12.99015,,,,,,,,,
Stade  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1972,1972,,2003,53.62,9.530833333,,,,,,,,,
Unterweser  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1978,1978,,2011,53.4277,8.480197222,,,,,,,,,
W?rgassen  ?,Nuclear,nuclear,PP,DE,135,,,0,0,0,1971,1971,,1994,51.63916667,9.391388889,,,,,,,,,
Unterweser  ?,Nuclear,nuclear,PP,DE,1345,,,0,0,0,1978,1978,,2011,53.4277,8.480197222,,,,,,,,,
W?rgassen  ?,Nuclear,nuclear,PP,DE,640,,,0,0,0,1971,1971,,1994,51.63916667,9.391388889,,,,,,,,,
Almaraz 1,Nuclear,nuclear,PP,ES,1011,,,0,0,0,1983,1983,,2027,39.8084,-5.6695,,,,,,,,,
Almaraz 2,Nuclear,nuclear,PP,ES,1006,,,0,0,0,1984,1984,,2028,39.8084,-5.6695,,,,,,,,,
Asc? 1,Nuclear,nuclear,PP,ES,995,,,0,0,0,1984,1984,,2029,41.2,0.569444444,,,,,,,,,
Asc? 2,Nuclear,nuclear,PP,ES,997,,,0,0,0,1986,1986,,2030,41.2,0.569444444,,,,,,,,,
Cofrentes 1,Nuclear,nuclear,PP,ES,1064,,,0,0,0,1985,1985,,2033,41.2,0.569444444,,,,,,,,,
Jos? Cabrera 1,Nuclear,nuclear,PP,ES,141,,,0,0,0,1969,1969,,2006,41.2,0.569444444,,,,,,,,,
Santa Mar?a de Garo?a 1,Nuclear,nuclear,PP,ES,446,,,0,0,0,1971,1971,,2013,41.2,0.569444444,,,,,,,,,
Trillo 1,Nuclear,nuclear,PP,ES,1003,,,0,0,0,1988,1988,,2035,41.2,0.569444444,,,,,,,,,
Vandell?s 1,Nuclear,nuclear,PP,ES,480,,,0,0,0,1972,1972,,1990,40.95138889,0.866666667,,,,,,,,,
Vandell?s 2,Nuclear,nuclear,PP,ES,1045,,,0,0,0,1988,1988,,2034,40.95138889,0.866666667,,,,,,,,,
Loviisa 1,Nuclear,nuclear,PP,FI,507,,,0,0,0,1977,1977,,2050,60.37222222,26.34722222,,,,,,,,,
Loviisa 2,Nuclear,nuclear,PP,FI,507,,,0,0,0,1981,1981,,2050,60.37222222,26.34722222,,,,,,,,,
Olkiluoto 1,Nuclear,nuclear,PP,FI,880,,,0,0,0,1979,1979,,2039,61.23666667,21.44222222,,,,,,,,,
Olkiluoto 2,Nuclear,nuclear,PP,FI,890,,,0,0,0,1982,1982,,2042,61.23666667,21.44222222,,,,,,,,,
Olkiluoto 3,Nuclear,nuclear,PP,FI,1600,,,0,0,0,2022,,,2051,61.23666667,21.44222222,,,,,,,,,
Belleville 1,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1987,1987,,2047,47.51027778,2875,,,,,,,,,
Belleville 2,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1988,1988,,2048,47.51027778,2875,,,,,,,,,
Blayais 1,Nuclear,nuclear,PP,FR,910,,,0,0,0,1981,1981,,2041,47.51027778,2875,,,,,,,,,
Blayais 2,Nuclear,nuclear,PP,FR,910,,,0,0,0,1982,1982,,2042,47.51027778,2875,,,,,,,,,
Blayais 3,Nuclear,nuclear,PP,FR,910,,,0,0,0,1983,1983,,2033,47.51027778,2875,,,,,,,,,
Blayais 4,Nuclear,nuclear,PP,FR,910,,,0,0,0,1983,1983,,2043,47.51027778,2875,,,,,,,,,
Brennilis  ?,Nuclear,nuclear,PP,FR,70,,,0,0,0,1967,1967,,1985,47.51027778,2875,,,,,,,,,
Bugey 1,Nuclear,nuclear,PP,FR,540,,,0,0,0,1972,1972,,1994,45.79722222,5.27,,,,,,,,,
Bugey 2,Nuclear,nuclear,PP,FR,910,,,0,0,0,1978,1978,,2038,45.79722222,5.27,,,,,,,,,
Bugey 3,Nuclear,nuclear,PP,FR,910,,,0,0,0,1978,1978,,2038,45.79722222,5.27,,,,,,,,,
Bugey 4,Nuclear,nuclear,PP,FR,880,,,0,0,0,1979,1979,,2039,45.79722222,5.27,,,,,,,,,
Bugey 5,Nuclear,nuclear,PP,FR,880,,,0,0,0,1979,1979,,2039,45.79722222,5.27,,,,,,,,,
Cattenom 1,Nuclear,nuclear,PP,FR,1300,,,0,0,0,1986,1986,,2046,49.41555556,6.216666667,,,,,,,,,
Cattenom 2,Nuclear,nuclear,PP,FR,1300,,,0,0,0,1987,1987,,2047,49.41555556,6.216666667,,,,,,,,,
Cattenom 3,Nuclear,nuclear,PP,FR,1300,,,0,0,0,1990,1990,,2050,49.41555556,6.216666667,,,,,,,,,
Cattenom 4,Nuclear,nuclear,PP,FR,1300,,,0,0,0,1991,1991,,2051,49.41555556,6.216666667,,,,,,,,,
Chinon A1,Nuclear,nuclear,PP,FR,70,,,0,0,0,1963,1963,,1973,47.23055556,0.170555556,,,,,,,,,
Chinon A2,Nuclear,nuclear,PP,FR,180,,,0,0,0,1965,1965,,1985,47.23055556,0.170555556,,,,,,,,,
Chinon A3,Nuclear,nuclear,PP,FR,360,,,0,0,0,1966,1966,,1990,47.23055556,0.170555556,,,,,,,,,
Chinon B1,Nuclear,nuclear,PP,FR,905,,,0,0,0,1982,1982,,2042,47.23055556,0.170555556,,,,,,,,,
Chinon B2,Nuclear,nuclear,PP,FR,905,,,0,0,0,1983,1983,,2043,47.23055556,0.170555556,,,,,,,,,
Chinon B3,Nuclear,nuclear,PP,FR,905,,,0,0,0,1986,1986,,2046,47.23055556,0.170555556,,,,,,,,,
Chinon B4,Nuclear,nuclear,PP,FR,905,,,0,0,0,1987,1987,,2047,47.23055556,0.170555556,,,,,,,,,
Chooz  A,Nuclear,nuclear,PP,FR,305,,,0,0,0,1967,1967,,1991,50.09,4.789444444,,,,,,,,,
Chooz  B1,Nuclear,nuclear,PP,FR,1.5,,,0,0,0,1996,1996,,2056,50.09,4.789444444,,,,,,,,,
Chooz  B2,Nuclear,nuclear,PP,FR,1.5,,,0,0,0,1997,1997,,2057,50.09,4.789444444,,,,,,,,,
Civaux 1,Nuclear,nuclear,PP,FR,1495,,,0,0,0,1997,1997,,2057,46.45611111,0.654166667,,,,,,,,,
Civaux 2,Nuclear,nuclear,PP,FR,1495,,,0,0,0,1999,1999,,2059,46.45611111,0.654166667,,,,,,,,,
Cruas 1,Nuclear,nuclear,PP,FR,915,,,0,0,0,1983,1983,,2043,44.63388889,4.753888889,,,,,,,,,
Cruas 2,Nuclear,nuclear,PP,FR,915,,,0,0,0,1984,1984,,2044,44.63388889,4.753888889,,,,,,,,,
Cruas 3,Nuclear,nuclear,PP,FR,915,,,0,0,0,1984,1984,,2044,44.63388889,4.753888889,,,,,,,,,
Cruas 4,Nuclear,nuclear,PP,FR,915,,,0,0,0,1984,1984,,2044,44.63388889,4.753888889,,,,,,,,,
Dampierre 1,Nuclear,nuclear,PP,FR,890,,,0,0,0,1980,1980,,2040,47.73361111,2.5175,,,,,,,,,
Dampierre 2,Nuclear,nuclear,PP,FR,890,,,0,0,0,1980,1980,,2040,47.73361111,2.5175,,,,,,,,,
Dampierre 3,Nuclear,nuclear,PP,FR,890,,,0,0,0,1981,1981,,2041,47.73361111,2.5175,,,,,,,,,
Dampierre 4,Nuclear,nuclear,PP,FR,890,,,0,0,0,1981,1981,,2031,47.73361111,2.5175,,,,,,,,,
Fessenheim 1,Nuclear,nuclear,PP,FR,880,,,0,0,0,1977,1977,,2020,47.90361111,7.5625,,,,,,,,,
Fessenheim 2,Nuclear,nuclear,PP,FR,880,,,0,0,0,1977,1977,,2020,47.90361111,7.5625,,,,,,,,,
Flamanville 1,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1985,1985,,2045,47.90361111,7.5625,,,,,,,,,
Flamanville 2,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1986,1986,,2046,47.90361111,7.5625,,,,,,,,,
Flamanville 3,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2024,,,2084,47.90361111,7.5625,,,,,,,,,
Golfech 1,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1990,1990,,2050,44.11111111,0.840277778,,,,,,,,,
Golfech 2,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1993,1993,,2053,44.11111111,0.840277778,,,,,,,,,
Gravelines 1,Nuclear,nuclear,PP,FR,910,,,0,0,0,1980,1980,,2040,51.01361111,2.136111111,,,,,,,,,
Gravelines 2,Nuclear,nuclear,PP,FR,910,,,0,0,0,1980,1980,,2040,51.01361111,2.136111111,,,,,,,,,
Gravelines 3,Nuclear,nuclear,PP,FR,910,,,0,0,0,1980,1980,,2040,51.01361111,2.136111111,,,,,,,,,
Gravelines 4,Nuclear,nuclear,PP,FR,910,,,0,0,0,1981,1981,,2041,51.01361111,2.136111111,,,,,,,,,
Gravelines 5,Nuclear,nuclear,PP,FR,910,,,0,0,0,1984,1984,,2044,51.01361111,2.136111111,,,,,,,,,
Gravelines 6,Nuclear,nuclear,PP,FR,910,,,0,0,0,1985,1985,,2045,51.01361111,2.136111111,,,,,,,,,
Marcoule G-2,Nuclear,nuclear,PP,FR,38,,,0,0,0,1959,1959,,1980,44.15,4.716666667,,,,,,,,,
Nogent 1,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1987,1987,,2047,48.51611111,3.517777778,,,,,,,,,
Nogent 2,Nuclear,nuclear,PP,FR,1310,,,0,0,0,1988,1988,,2048,48.51611111,3.517777778,,,,,,,,,
Paluel 1,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1984,1984,,2044,49.85805556,0.635555556,,,,,,,,,
Paluel 2,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1984,1984,,2034,49.85805556,0.635555556,,,,,,,,,
Paluel 3,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1985,1985,,2045,49.85805556,0.635555556,,,,,,,,,
Paluel 4,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1986,1986,,2046,49.85805556,0.635555556,,,,,,,,,
Penly 1,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1990,1990,,2050,49.97666667,1.211944444,,,,,,,,,
Penly 2,Nuclear,nuclear,PP,FR,1330,,,0,0,0,1992,1992,,2052,49.97666667,1.211944444,,,,,,,,,
Ph?nix  ?,Nuclear,nuclear,PP,FR,130,,,0,0,0,1973,1973,,2009,44.14333333,4.711666667,,,,,,,,,
Saint-Alban 1,Nuclear,nuclear,PP,FR,1335,,,0,0,0,1985,1985,,2045,45.40472222,4.755833333,,,,,,,,,
Saint-Alban 2,Nuclear,nuclear,PP,FR,1335,,,0,0,0,1986,1986,,2046,45.40472222,4.755833333,,,,,,,,,
Saint-Laurent A1,Nuclear,nuclear,PP,FR,480,,,0,0,0,1969,1969,,1990,47.72055556,1.578611111,,,,,,,,,
Saint-Laurent A2,Nuclear,nuclear,PP,FR,515,,,0,0,0,1971,1971,,1992,47.72055556,1.578611111,,,,,,,,,
Saint-Laurent B1,Nuclear,nuclear,PP,FR,915,,,0,0,0,1981,1981,,2041,47.72055556,1.578611111,,,,,,,,,
Saint-Laurent B2,Nuclear,nuclear,PP,FR,915,,,0,0,0,1981,1981,,2031,47.72055556,1.578611111,,,,,,,,,
Creys-Malville ?,Nuclear,nuclear,PP,FR,1.2,,,0,0,0,1986,1986,,1998,45.75833333,5.472222222,,,,,,,,,
Tricastin 1,Nuclear,nuclear,PP,FR,915,,,0,0,0,1980,1980,,2040,44.32972222,4.732222222,,,,,,,,,
Tricastin 2,Nuclear,nuclear,PP,FR,915,,,0,0,0,1980,1980,,2040,44.32972222,4.732222222,,,,,,,,,
Tricastin 3,Nuclear,nuclear,PP,FR,915,,,0,0,0,1981,1981,,2041,44.32972222,4.732222222,,,,,,,,,
Tricastin 4,Nuclear,nuclear,PP,FR,915,,,0,0,0,1981,1981,,2031,44.32972222,4.732222222,,,,,,,,,
Penly 3,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2035,2035,,2095,49.97666667,1.211944444,,,,,,,,,
